_ - id	_ - year	_ - title	_ - termName	_ - termYear	_ - component	_ - externalCourseId	_ - subjectDescription	_ - classAcademicOrgDescription
190407	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
204066	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
189238	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
197077	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
200011	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
243905	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
252140	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
253689	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
261733	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
268384	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
268421	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
271363	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
244413	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
244547	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
246180	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
246391	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
251530	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
251638	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
254446	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
257718	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
269266	2009	Independent Study on Multi-Cultural Design Environments	Summer	2009	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
269149	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
242934	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
246622	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
250830	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
257141	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
257108	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
263114	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
276224	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
243446	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
249287	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
252351	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
270286	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
273391	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
273515	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
259464	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
264959	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
267771	2003	Independent Study on Multi-Cultural Design Environments	Summer	2003	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
271012	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
270962	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
270967	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
274160	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
242371	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
242441	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
245697	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
245847	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
247849	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
250996	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
251005	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
271845	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
242080	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
241662	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
252867	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
253053	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
253003	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
255814	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
261094	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
264189	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
267708	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
267451	2009	Independent Study on Multi-Cultural Design Environments	Summer	2009	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
270466	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
279920	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
287298	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
287200	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
298449	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
303951	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
304123	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
306970	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
306857	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
279004	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
281583	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
298853	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
306387	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
286798	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
295183	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
300181	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
304840	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
291741	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
297394	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
303181	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
279937	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
280148	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
280243	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
293530	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
302170	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
302515	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
278394	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
281104	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
283509	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
286073	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
289338	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
293990	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
296368	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
299293	2009	Independent Study on Multi-Cultural Design Environments	Summer	2009	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
304750	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
307078	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
311508	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
311369	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
311258	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
318717	2009	Independent Study on Multi-Cultural Design Environments	Summer	2009	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
319916	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
322431	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
324391	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
324290	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
324673	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
326335	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
334376	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
314139	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
329619	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
330707	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
311828	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
316014	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
331656	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
331709	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
333869	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
310408	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
314751	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
325323	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
309987	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
309862	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
312508	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
314728	2003	Independent Study on Multi-Cultural Design Environments	Summer	2003	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
325914	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
332367	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
345398	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
345299	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
354689	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
335661	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
343662	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
348657	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
356006	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
336680	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
340955	2003	Independent Study on Multi-Cultural Design Environments	Summer	2003	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
342426	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
344337	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
346218	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
349909	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
351755	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
355329	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
338304	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
340499	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
340121	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
341502	2009	Independent Study on Multi-Cultural Design Environments	Summer	2009	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
348366	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
350017	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
350244	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
353903	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
356815	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
356940	2014	Independent Study on Multi-Cultural Design Environments	Summer	2014	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
360179	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
360257	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
359997	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
361537	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
364242	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
364436	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
363996	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
365413	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
365498	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
373050	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
357931	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
364868	2017	Independent Study on Multi-Cultural Design Environments	Summer	2017	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
368901	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
372664	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
372868	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
359224	2010	Independent Study on Multi-Cultural Design Environments	Summer	2010	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
363558	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
365289	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
369618	2005	Independent Study on Multi-Cultural Design Environments	Summer	2005	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
374686	2007	Independent Study on Multi-Cultural Design Environments	Summer	2007	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
378270	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
378899	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
382042	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
381857	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
374912	2004	Independent Study on Multi-Cultural Design Environments	Summer	2004	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
375962	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
377610	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
377636	2003	Independent Study on Multi-Cultural Design Environments	Summer	2003	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
378452	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
378604	2006	Independent Study on Multi-Cultural Design Environments	Summer	2006	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
379712	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
380505	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
381299	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
382183	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
383918	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
385867	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
388101	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
389323	2015	Independent Study on Multi-Cultural Design Environments	Summer	2015	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
389618	2016	Independent Study on Multi-Cultural Design Environments	Summer	2016	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
391986	2011	Independent Study on Multi-Cultural Design Environments	Summer	2011	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
392108	2018	Independent Study on Multi-Cultural Design Environments	Summer	2018	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Harvard Graduate School of Design
393838	2003	Independent Study on Multi-Cultural Design Environments	Summer	2003	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
394784	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
399083	2008	Independent Study on Multi-Cultural Design Environments	Summer	2008	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Architecture
395682	2012	Independent Study on Multi-Cultural Design Environments	Summer	2012	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Landscape Architecture
400740	2013	Independent Study on Multi-Cultural Design Environments	Summer	2013	Independent Study	200048	Advanced Studies, Methods, and Propedeutics	Urban Planning and Design
