id	title	termName	termYear	subjectDescription	subjectAcademicOrgDescription	subject	classAcademicOrgDescription	component	externalCourseId	courseDescriptionLong	year
161229	Expository Writing 20	Spring	2013	Expository Writing	Expository Writing	EXPOS	Expository Writing	Lecture	109054	"<p>If the 20th century was the ""American Century	"" will the 21st be the ""Chinese Century""? As the locus of global economic growth shifts to Asia	 what cultural and political changes will accompany this transformation? Does China's rise represent a threat	 a competing set of values	 an opportunity	 or some combination of the three? In this course	 we will examine the causes and consequences of China's ascendance as a global power. Relying on sources ranging from oral histories to Wikileaks cables	 we will analyze how China is changing and how people across the globe understand China's relevance to their own lives.</p>"	2013
109959	Expository Writing 20	Spring	2015	Expository Writing	Expository Writing	EXPOS	Expository Writing	Lecture	109054	"<p>If the 20th century was the ""American Century	"" will the 21st be the ""Chinese Century""? As the locus of global economic growth shifts to Asia	 what cultural and political changes will accompany this transformation? Does China's rise represent a threat	 a competing set of values	 an opportunity	 or some combination of the three? In this course	 we will examine the causes and consequences of China's ascendance as a global power. Relying on sources ranging from oral histories to Wikileaks cables	 we will analyze how China is changing and how people across the globe understand China's relevance to their own lives.</p>"	2015
381107	Expository Writing 20	Spring	2014	Expository Writing	Expository Writing	EXPOS	Expository Writing	Lecture	109054	"<p>If the 20th century was the ""American Century	"" will the 21st be the ""Chinese Century""? As the locus of global economic growth shifts to Asia	 what cultural and political changes will accompany this transformation? Does China's rise represent a threat	 a competing set of values	 an opportunity	 or some combination of the three? In this course	 we will examine the causes and consequences of China's ascendance as a global power. Relying on sources ranging from oral histories to Wikileaks cables	 we will analyze how China is changing and how people across the globe understand China's relevance to their own lives.</p>"	2014
115111	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Fall	2008	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	120911	"<p>Surveys major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life; considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras). Required for Secondary Field in Folklore &amp; Mythology. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past.</p>"	2008.5
50247	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Spring	2004	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	117104	"<p>Surveys the major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life	 and considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of tradition areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras).</p>"	2004
76618	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Spring	2003	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	117104	"<p>Surveys the major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life	 and considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of tradition areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras).</p>"	2003
88389	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Fall	2005	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	120911	"<p>Surveys the major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life	 and considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of tradition areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras).</p>"	2005.5
297551	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Spring	2005	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	117104	"<p>Surveys the major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life	 and considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of tradition areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras).</p>"	2005
274630	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Fall	2007	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	120911	"<p>Surveys major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life; considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras). Required for Secondary Field in Folklore &amp; Mythology. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past.</p>"	2007.5
231412	"Performance	 Tradition and Cultural Studies: An Introduction to Folklore and Mythology"	Fall	2006	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	120911	"<p>Surveys major forms of folklore (e.g.	 myths	 legends	 epics	 beliefs	 rituals	 festivals) and the theoretical approaches used in their study. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life; considers the function of folklore within the groups that perform and use it	 employing materials drawn from a wide range of areas (e.g.	 South Slavic oral epics	 American occupational lore	 Northern European ballads	 witchcraft in Africa and America	 Cajun Mardi Gras). This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past.</p>"	2006.5
287988	Oral Literature	Spring	1999	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	115032	"<p>Introduction to oral literature in (some of) its social	 historical and cultural contexts. Explores the dimensions of verbal performance by conducting fieldwork and reading transcribed (and sometimes translated) oral texts. Examines issues of orality and literacy	 performance	 transmission	 and interpretation. Required of all concentrators.</p>"	1999
263558	Oral Literature	Spring	2000	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	115032	"<p>Introduction to oral literature in (some of) its social	 historical and cultural contexts. Explores the dimensions of verbal performance by conducting fieldwork and reading transcribed (and sometimes translated) oral texts. Examines issues of orality and literacy	 performance	 transmission	 and interpretation. Required of all concentrators.</p>"	2000
231014	Oral Literature	Spring	2001	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	115032	"<p>Surveys major forms of folklore (e.g.	 myths	 legends	 epics) and the theoretical approaches used in their study (e.g.	 performance studies	structuralism	 cultural studies). Focuses on issues of orality and literacy	 performance	 transmission	 and interpretation. Analyzes how folklore shapes national	 regional	 and ethnic identities	 as well as daily life and the identities of sub-groups (e.g.	 sports teams	 workers	 members of a religion)	 and considers the function of folklore within the communities that perform and use it. Required of all concentrators.</p>"	2001
228728	Southern Folklore	Spring	2007	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	122479	"<p>Chiefly an introduction to the folk literature of the South_folk tales	 ballads	 and similar oral and popular genres_and to its cultural contexts. An unsystematic treatment of literary works that show interesting relations to folklore backgrounds. Special emphasis on Zora Neale Hurston	 folklorist and writer.</p>"	2007
233990	Southern Folklore	Spring	2008	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	122479	"<p>Chiefly an introduction to the folk literature of the South_folk tales	 ballads	 and similar oral and popular genres_and to its cultural contexts. An unsystematic treatment of literary works that show interesting relations to folklore backgrounds. Special emphasis on Zora Neale Hurston	 folklorist and writer.</p>"	2008
201021	Southern Folklore	Spring	2009	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	122479	"<p>Chiefly an introduction to the folk literature of the South_folk tales	 ballads	 and similar oral and popular genres_and to its cultural contexts. An unsystematic treatment of literary works that show interesting relations to folklore backgrounds. Special emphasis on Zora Neale Hurston	 folklorist and writer.</p>"	2009
113174	Continuing Oral Traditions in Native American Literature	Fall	2006	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	121304	"<p>Rather than textual artifacts of a cultural past	 Native American oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and close readings of recorded communal tellings and literary texts. Explores the role of oral traditions in Native American literature	 emphasizing the intertextual and interdependent relationship between the oral and the written. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past.</p>"	2006.5
193301	Continuing Oral Traditions in Native American Literature	Fall	2005	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	121304	"<p>Rather than textual artifacts of a cultural past	 Native American oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and close readings of recorded communal tellings and literary texts. Explores the role of oral traditions in Native American literature	 emphasizing the intertextual and interdependent relationship between the oral and the written.</p>"	2005.5
146567	Continuing Oral Tradition in Native American Literature	Fall	2009	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	124805	"<p>Rather than textual artifacts of a cultural past	 Native American oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and close readings of recorded communal tellings and literary texts. Explores the role of oral traditions in Native American literature	 emphasizing the intertextual and interdependent relationship between the oral and the written. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief or the Core area requirement for either Foreign Cultures or Literature and Arts C	 but not both Core areas. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past.</p>"	2009.5
147134	Continuing Oral Traditions in Indigenous Communities	Fall	2011	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	124805	"<p>Rather than textual artifacts of a cultural past	 Indigenous oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and engagement with communal tellings and literary texts from around the globe	 emphasizing the interdependent relationship between the spoken and the written word	 and the importance of local knowledge in an increasingly global indigenous network. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past. This course	 when taken for a letter grade	 meets the Core area requirement for either Foreign Cultures or Literature and Arts C	 but not both.</p>"	2011.5
89712	Continuing Oral Traditions in Indigenous Communities	Fall	2010	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	124805	"<p>Rather than textual artifacts of a cultural past	 Indigenous oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and engagement with communal tellings and literary texts from around the globe	 emphasizing the interdependent relationship between the spoken and the written word	 and the importance of local knowledge in an increasingly global indigenous network. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engages substantially with Study of the Past. This course	 when taken for a letter grade	 meets the Core area requirement for either Foreign Cultures or Literature and Arts C	 but not both.</p>"	2010.5
373808	Continuing Oral Tradition in Native American Literature	Fall	2008	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	124805	"<p>Rather than textual artifacts of a cultural past	 Native American oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and close readings of recorded communal tellings and literary texts. Explores the role of oral traditions in Native American literature	 emphasizing the intertextual and interdependent relationship between the oral and the written. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief and the Core area requirement for Literature and Arts C or Foreign Cultures	 but not both.</p>"	2008.5
233392	Continuing Oral Traditions in Indigenous Communities	Fall	2012	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	124805	"<p>Rather than textual artifacts of a cultural past	 Indigenous oral literatures are living traditions in particular landscapes	 activities in which communities are engaged. Features trips to local Native places and engagement with communal tellings and literary texts from around the globe	 emphasizing the interdependent relationship between the spoken and the written word	 and the importance of local knowledge in an increasingly global indigenous network. This course	 when taken for a letter grade	 meets the General Education requirement for Culture and Belief. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past. This course	 when taken for a letter grade	 meets the Core area requirement for either Foreign Cultures or Literature and Arts C	 but not both.</p>"	2012.5
186143	An Indigenous People in a Changing World: The Case of the Sa\a1mi in Northern Europe	Spring	1999	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	120306	"<p>Examines the culture	 history	 and recent sociopolitical resurgence of Sa\a1mi (Lapp) people in northern Europe (Norway	 Sweden	 Finland	 and Kola Peninsula). Survey of traditional land use	 livelihoods	 handicrafts	 oral tradition	 and song	 along with more contemporary works of literature	 essay	 film	 and music. Close attention to Sa\a1mi roles in the international Fourth World movement	 the European Green ideology	 and the re-emergence of indigenous and regional minority rights in a consolidating Europe. Examination of cultural identity and the interrelation of local and global in the case of a technologically sophisticated and artistically acclaimed indigenous people.</p>"	1999
382914	An Indigenous People in a Changing World: The Case of the Sa\a1mi in Northern Europe	Spring	2001	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	120306	"<p>Examines the culture	 history	 and recent sociopolitical resurgence of Sa\a1mi (Lapp) people in northern Europe (Norway	 Sweden	 Finland	 and Kola Peninsula). Survey of traditional land use	 livelihoods	 handicrafts	 oral tradition	 and song	 along with more contemporary works of literature	 essay	 film	 and music. Close attention to Sa\a1mi roles in the international Fourth World movement	 the European Green ideology	 and the re-emergence of indigenous and regional minority rights in a consolidating Europe. Examination of cultural identity and the interrelation of local and global in the case of a technologically sophisticated and artistically acclaimed indigenous people.</p>"	2001
342877	An Indigenous People in a Changing World: The Case of the Sa\a1mi in Northern Europe	Spring	2000	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	120306	"<p>Examines the culture	 history	 and recent sociopolitical resurgence of Sa\a1mi (Lapp) people in northern Europe (Norway	 Sweden	 Finland	 and Kola Peninsula). Survey of traditional land use	 livelihoods	 handicrafts	 oral tradition	 and song	 along with more contemporary works of literature	 essay	 film	 and music. Close attention to Sa\a1mi roles in the international Fourth World movement	 the European Green ideology	 and the re-emergence of indigenous and regional minority rights in a consolidating Europe. Examination of cultural identity and the interrelation of local and global in the case of a technologically sophisticated and artistically acclaimed indigenous people.</p>"	2000
209103	An Indigenous People in a Changing World: The Case of the Sa\a1mi in Northern Europe	Spring	2002	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Seminar	120306	"<p>Examines the culture	 history	 and recent sociopolitical resurgence of Sa\a1mi (Lapp) people in northern Europe (Norway	 Sweden	 Finland	 and Kola Peninsula). Survey of traditional land use	 livelihoods	 handicrafts	 oral tradition	 and song	 along with more contemporary works of literature	 essay	 film	 and music. Close attention to Sa\a1mi roles in the international Fourth World movement	 the European Green ideology	 and the re-emergence of indigenous and regional minority rights in a consolidating Europe. Examination of cultural identity and the interrelation of local and global in the case of a technologically sophisticated and artistically acclaimed indigenous people.</p>"	2002
375272	Hero and Trickster	Spring	2014	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	126119	"<p>Human imagination has conjured two enduring mythic characters that create habitable worlds for people in stories from cultures all over the world. Sometimes branded Hero	 sometimes Trickster	 these two share traits and antics	 yet they seem to endorse fundamentally different values. This seminar examines both hero and trickster in several cultural contexts	 comparing them with each other and with their correlates worldwide	 primarily in oral traditions	 but also where each has migrated to other media.</p>"	2014
379444	Hero and Trickster	Fall	2009	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	126119	"<p>Human imagination has conjured two enduring mythic characters	 which create habitable worlds for people in stories from cultures all over the world. Sometimes branded Hero	 sometimes Trickster	 these two share traits and antics	 yet they seem to endorse fundamentally different values. This seminar examines both hero and trickster in several cultural contexts	 comparing them with each other and with their correlates worldwide	 primarily in oral traditions	 but also where each has migrated to other media.</p>"	2009.5
80840	Hero and Trickster	Fall	2012	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	126119	"<p>Human imagination has conjured two enduring mythic characters that create habitable worlds for people in stories from cultures all over the world. Sometimes branded Hero	 sometimes Trickster	 these two share traits and antics	 yet they seem to endorse fundamentally different values. This seminar examines both hero and trickster in several cultural contexts	 comparing them with each other and with their correlates worldwide	 primarily in oral traditions	 but also where each has migrated to other media.</p>"	2012.5
276293	Hero and Trickster	Fall	2011	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	126119	"<p>Human imagination has conjured two enduring mythic characters	 which create habitable worlds for people in stories from cultures all over the world. Sometimes branded Hero	 sometimes Trickster	 these two share traits and antics	 yet they seem to endorse fundamentally different values. This seminar examines both hero and trickster in several cultural contexts	 comparing them with each other and with their correlates worldwide	 primarily in oral traditions	 but also where each has migrated to other media.</p>"	2011.5
234716	Hero and Trickster	Fall	2010	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	126119	"<p>Human imagination has conjured two enduring mythic characters	 which create habitable worlds for people in stories from cultures all over the world. Sometimes branded Hero	 sometimes Trickster	 these two share traits and antics	 yet they seem to endorse fundamentally different values. This seminar examines both hero and trickster in several cultural contexts	 comparing them with each other and with their correlates worldwide	 primarily in oral traditions	 but also where each has migrated to other media.</p>"	2010.5
199843	Hero and Trickster	Spring	2015	Folklore and Mythology	Folklore and Mythology	FOLKMYTH	Folklore and Mythology	Lecture	126119	"<p>Human imagination has conjured two enduring mythic characters that create habitable worlds for people in stories from cultures all over the world. Sometimes branded Hero	 sometimes Trickster	 these two share traits and antics	 yet they seem to endorse fundamentally different values. This seminar examines both hero and trickster in several cultural contexts	 comparing them with each other and with their correlates worldwide	 primarily in oral traditions	 but also where each has migrated to other media.</p>"	2015
118190	Beginning French I: Cross-Cultural Encounters in French	Fall	2019	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p></p><p>This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts	 art	 images	 and film. You will gain &nbsp;an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French language and francophone culture(s).</p>"	2019.5
179321	Beginning French I: Cross-Cultural Encounters in French	Fall	2019	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p></p><p>This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts	 art	 images	 and film. You will gain &nbsp;an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French language and francophone culture(s).</p>"	2019.5
152733	Beginning French I: Cross-Cultural Encounters in French	Fall	2019	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p></p><p>This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts	 art	 images	 and film. You will gain &nbsp;an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French language and francophone culture(s).</p>"	2019.5
101330	Beginning French I: Cross-Cultural Encounters in French	Spring	2020	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p></p><p>This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts	 art	 images	 and film. You will gain &nbsp;an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French language and francophone culture(s).</p>"	2020
385864	Beginning French I: Cross-Cultural Encounters in French	Spring	2020	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p></p><p>This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts	 art	 images	 and film. You will gain &nbsp;an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French language and francophone culture(s).</p>"	2020
27097	Beginning French I: French Identity through Visual Media	Fall	2016	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2016.5
27098	Beginning French I: French Identity through Visual Media	Fall	2016	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2016.5
27099	Beginning French I: French Identity through Visual Media	Fall	2016	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2016.5
27101	Beginning French I: French Identity through Visual Media	Fall	2016	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2016.5
27102	Beginning French I: French Identity through Visual Media	Fall	2016	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2016.5
27103	Beginning French I: French Identity through Visual Media	Fall	2016	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2016.5
27104	Beginning French I: French Identity through Visual Media	Spring	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017
27105	Beginning French I: French Identity through Visual Media	Spring	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017
27107	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27108	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27109	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27110	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27111	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27113	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27114	Beginning French I: French Identity through Visual Media	Fall	2017	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2017.5
27115	Beginning French I: French Identity through Visual Media	Spring	2018	French	Romance Languages and Literatures	FRENCH	Romance Languages and Literatures	Lecture	126933	"<p>This elementary French course provides an introduction to French with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. Students engage in interactive communicative activities	 both online and in the classroom	 that provide rich exposure to the French and francophone language and culture. The course addresses the theme of identity through engagement in the discussion and interpretation of various French visual media including video	 images	 and film.</p>"	2018
